Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.8540        -330.5635    -333.7399       3.1764   336.6
0.8545        -330.5620    -333.7107       3.1487   333.7
0.8550        -330.5594    -333.6675       3.1081   329.4
0.8555        -330.5571    -333.6295       3.0724   325.6
0.8560        -330.5551    -333.6136       3.0585   324.1
0.8565        -330.5536    -333.6270       3.0734   325.7
0.8570        -330.5523    -333.6625       3.1102   329.6
0.8575        -330.5509    -333.7056       3.1547   334.3
0.8580        -330.5488    -333.7420       3.1932   338.4
0.8585        -330.5466    -333.7627       3.2161   340.8
0.8590        -330.5440    -333.7649       3.2209   341.3
0.8595        -330.5412    -333.7505       3.2093   340.1
0.8600        -330.5382    -333.7238       3.1856   337.6
0.8605        -330.5349    -333.6928       3.1580   334.7
0.8610        -330.5315    -333.6683       3.1368   332.4
0.8615        -330.5283    -333.6594       3.1311   331.8
0.8620        -330.5256    -333.6712       3.1456   333.4
0.8625        -330.5227    -333.7003       3.1776   336.8
0.8630        -330.5204    -333.7376       3.2173   341.0
0.8635        -330.5178    -333.7685       3.2508   344.5
0.8640        -330.5145    -333.7803       3.2658   346.1
0.8645        -330.5107    -333.7684       3.2577   345.2
0.8650        -330.5070    -333.7364       3.2294   342.2
0.8655        -330.5025    -333.6938       3.1913   338.2
0.8660        -330.4984    -333.6539       3.1555   334.4
0.8665        -330.4945    -333.6257       3.1312   331.8
0.8670        -330.4910    -333.6129       3.1219   330.9
0.8675        -330.4875    -333.6116       3.1240   331.1
0.8680        -330.4840    -333.6137       3.1297   331.7
0.8685        -330.4803    -333.6097       3.1295   331.7
0.8690        -330.4760    -333.5908       3.1148   330.1
0.8695        -330.4716    -333.5526       3.0809   326.5
0.8700        -330.4663    -333.4959       3.0296   321.1
0.8705        -330.4606    -333.4315       2.9708   314.8
0.8710        -330.4550    -333.3735       2.9185   309.3
0.8715        -330.4495    -333.3339       2.8844   305.7
0.8720        -330.4441    -333.3177       2.8736   304.5
0.8725        -330.4386    -333.3216       2.8830   305.5
0.8730        -330.4325    -333.3367       2.9042   307.8
0.8735        -330.4265    -333.3535       2.9269   310.2
0.8740        -330.4195    -333.3621       2.9426   311.9
0.8745        -330.4113    -333.3613       2.9500   312.6
0.8750        -330.4025    -333.3581       2.9556   313.2
0.8755        -330.3935    -333.3627       2.9692   314.7
0.8760        -330.3845    -333.3831       2.9985   317.8
0.8765        -330.3757    -333.4194       3.0437   322.6
0.8770        -330.3668    -333.4631       3.0963   328.1
0.8775        -330.3576    -333.5019       3.1443   333.2
0.8780        -330.3476    -333.5237       3.1761   336.6
0.8785        -330.3371    -333.5231       3.1861   337.6
0.8790        -330.3262    -333.5027       3.1765   336.6
0.8795        -330.3146    -333.4710       3.1564   334.5
0.8800        -330.3034    -333.4402       3.1368   332.4
0.8805        -330.2925    -333.4192       3.1266   331.4
0.8810        -330.2817    -333.4136       3.1319   331.9
0.8815        -330.2712    -333.4237       3.1525   334.1
0.8820        -330.2606    -333.4428       3.1822   337.2
0.8825        -330.2503    -333.4603       3.2100   340.2
0.8830        -330.2387    -333.4635       3.2248   341.8
0.8835        -330.2272    -333.4483       3.2211   341.4
0.8840        -330.2150    -333.4148       3.1998   339.1
0.8845        -330.2024    -333.3716       3.1693   335.9
0.8850        -330.1900    -333.3335       3.1436   333.1
0.8855        -330.1775    -333.3135       3.1360   332.3
0.8860        -330.1657    -333.3201       3.1545   334.3
0.8865        -330.1544    -333.3511       3.1967   338.8
0.8870        -330.1432    -333.3929       3.2496   344.4
0.8875        -330.1312    -333.4273       3.2961   349.3
0.8880        -330.1190    -333.4411       3.3221   352.1
0.8885        -330.1061    -333.4280       3.3219   352.0
0.8890        -330.0931    -333.3923       3.2993   349.6
0.8895        -330.0798    -333.3442       3.2644   346.0
0.8900        -330.0668    -333.2966       3.2297   342.3
0.8905        -330.0544    -333.2617       3.2072   339.9
0.8910        -330.0428    -333.2443       3.2015   339.3
0.8915        -330.0312    -333.2396       3.2084   340.0
0.8920        -330.0197    -333.2384       3.2187   341.1
0.8925        -330.0075    -333.2306       3.2230   341.6
0.8930        -329.9950    -333.2115       3.2166   340.9
0.8935        -329.9824    -333.1829       3.2005   339.2
0.8940        -329.9695    -333.1485       3.1790   336.9
0.8945        -329.9566    -333.1147       3.1581   334.7
0.8950        -329.9436    -333.0887       3.1451   333.3
0.8955        -329.9305    -333.0783       3.1479   333.6
0.8960        -329.9174    -333.0902       3.1728   336.2
0.8965        -329.9048    -333.1256       3.2208   341.3
0.8970        -329.8926    -333.1777       3.2851   348.1
0.8975        -329.8796    -333.2342       3.3545   355.5
0.8980        -329.8664    -333.2853       3.4189   362.3
0.8985        -329.8529    -333.3240       3.4712   367.9
0.8990        -329.8389    -333.3464       3.5075   371.7
0.8995        -329.8250    -333.3554       3.5304   374.1
0.9000        -329.8111    -333.3575       3.5464   375.8
0.9005        -329.7985    -333.3602       3.5617   377.5
0.9010        -329.7862    -333.3661       3.5799   379.4
0.9015        -329.7744    -333.3751       3.6007   381.6
0.9020        -329.7630    -333.3846       3.6216   383.8
0.9025        -329.7521    -333.3907       3.6385   385.6
0.9030        -329.7413    -333.3900       3.6487   386.7
0.9035        -329.7315    -333.3824       3.6509   386.9
0.9040        -329.7222    -333.3639       3.6416   385.9
0.9045        -329.7130    -333.3304       3.6174   383.4
0.9050        -329.7040    -333.2842       3.5801   379.4
0.9055        -329.6954    -333.2319       3.5365   374.8
0.9060        -329.6871    -333.1843       3.4971   370.6
0.9065        -329.6796    -333.1527       3.4730   368.1
0.9070        -329.6728    -333.1433       3.4705   367.8
0.9075        -329.6667    -333.1551       3.4884   369.7
0.9080        -329.6613    -333.1794       3.5181   372.8
0.9085        -329.6559    -333.2044       3.5484   376.1
0.9090        -329.6506    -333.2217       3.5711   378.5
0.9095        -329.6454    -333.2298       3.5844   379.9
0.9100        -329.6407    -333.2299       3.5892   380.4
0.9105        -329.6363    -333.2232       3.5869   380.1
0.9110        -329.6327    -333.2114       3.5787   379.3
0.9115        -329.6290    -333.1956       3.5665   378.0
0.9120        -329.6258    -333.1802       3.5544   376.7
0.9125        -329.6230    -333.1702       3.5472   375.9
0.9130        -329.6210    -333.1691       3.5481   376.0
0.9135        -329.6194    -333.1750       3.5556   376.8
0.9140        -329.6186    -333.1807       3.5622   377.5
0.9145        -329.6178    -333.1756       3.5578   377.0
0.9150        -329.6169    -333.1540       3.5371   374.9
0.9155        -329.6162    -333.1189       3.5027   371.2
0.9160        -329.6156    -333.0782       3.4625   366.9
0.9165        -329.6152    -333.0419       3.4268   363.2
0.9170        -329.6156    -333.0214       3.4058   360.9
0.9175        -329.6166    -333.0209       3.4043   360.8
0.9180        -329.6179    -333.0382       3.4204   362.5
0.9185        -329.6197    -333.0687       3.4491   365.5
0.9190        -329.6215    -333.1049       3.4833   369.2
0.9195        -329.6235    -333.1404       3.5169   372.7
0.9200        -329.6258    -333.1715       3.5457   375.8
0.9205        -329.6284    -333.1959       3.5675   378.1
0.9210        -329.6308    -333.2147       3.5839   379.8
0.9215        -329.6333    -333.2322       3.5989   381.4
0.9220        -329.6372    -333.2566       3.6194   383.6
0.9225        -329.6413    -333.2934       3.6521   387.0
0.9230        -329.6467    -333.3450       3.6983   391.9
0.9235        -329.6532    -333.4036       3.7504   397.5
0.9240        -329.6605    -333.4553       3.7948   402.2
0.9245        -329.6688    -333.4862       3.8174   404.6
0.9250        -329.6765    -333.4868       3.8103   403.8
0.9255        -329.6847    -333.4617       3.7769   400.3
0.9260        -329.6931    -333.4220       3.7289   395.2
0.9265        -329.7026    -333.3832       3.6806   390.1
0.9270        -329.7125    -333.3590       3.6464   386.4
0.9275        -329.7236    -333.3593       3.6357   385.3
0.9280        -329.7355    -333.3841       3.6486   386.7
0.9285        -329.7484    -333.4261       3.6777   389.7
0.9290        -329.7621    -333.4737       3.7116   393.3
0.9295        -329.7765    -333.5146       3.7381   396.2
0.9300        -329.7914    -333.5366       3.7452   396.9
0.9305        -329.8058    -333.5336       3.7278   395.1
0.9310        -329.8206    -333.5125       3.6920   391.3
0.9315        -329.8356    -333.4862       3.6506   386.9
0.9320        -329.8513    -333.4682       3.6169   383.3
0.9325        -329.8681    -333.4683       3.6002   381.5
0.9330        -329.8855    -333.4881       3.6026   381.8
0.9335        -329.9041    -333.5204       3.6164   383.3
0.9340        -329.9226    -333.5519       3.6293   384.6
0.9345        -329.9419    -333.5741       3.6323   384.9
0.9350        -329.9612    -333.5808       3.6196   383.6
0.9355        -329.9812    -333.5701       3.5889   380.3
0.9360        -330.0004    -333.5443       3.5438   375.6
0.9365        -330.0201    -333.5115       3.4914   370.0
0.9370        -330.0392    -333.4789       3.4397   364.5
0.9375        -330.0586    -333.4597       3.4011   360.4
0.9380        -330.0784    -333.4660       3.3877   359.0
0.9385        -330.0993    -333.5014       3.4021   360.5
0.9390        -330.1210    -333.5582       3.4372   364.3
0.9395        -330.1430    -333.6220       3.4790   368.7
0.9400        -330.1655    -333.6783       3.5128   372.3
0.9405        -330.1877    -333.7200       3.5324   374.3
0.9410        -330.2094    -333.7505       3.5412   375.3
0.9415        -330.2325    -333.7795       3.5470   375.9
0.9420        -330.2559    -333.8110       3.5550   376.8
0.9425        -330.2800    -333.8448       3.5647   377.8
0.9430        -330.3049    -333.8758       3.5709   378.4
0.9435        -330.3300    -333.8970       3.5670   378.0
0.9440        -330.3550    -333.9059       3.5510   376.3
0.9445        -330.3803    -333.9046       3.5243   373.5
0.9450        -330.4054    -333.8949       3.4894   369.8
0.9455        -330.4312    -333.8808       3.4496   365.6
0.9460        -330.4567    -333.8635       3.4069   361.1
0.9465        -330.4821    -333.8441       3.3621   356.3
0.9470        -330.5072    -333.8237       3.3166   351.5
0.9475        -330.5317    -333.8037       3.2720   346.8
0.9480        -330.5567    -333.7866       3.2300   342.3
0.9485        -330.5812    -333.7696       3.1884   337.9
0.9490        -330.6049    -333.7490       3.1441   333.2
0.9495        -330.6279    -333.7247       3.0968   328.2
0.9500        -330.6501    -333.7012       3.0511   323.3
0.9505        -330.6715    -333.6870       3.0155   319.6
0.9510        -330.6932    -333.6904       2.9972   317.6
0.9515        -330.7146    -333.7120       2.9974   317.7
0.9520        -330.7365    -333.7478       3.0113   319.1
0.9525        -330.7582    -333.7863       3.0281   320.9
0.9530        -330.7795    -333.8159       3.0364   321.8
0.9535        -330.8000    -333.8303       3.0303   321.1
0.9540        -330.8199    -333.8302       3.0103   319.0
0.9545        -330.8389    -333.8212       2.9824   316.1
0.9550        -330.8578    -333.8120       2.9542   313.1
0.9555        -330.8762    -333.8076       2.9314   310.7
0.9560        -330.8944    -333.8112       2.9168   309.1
0.9565        -330.9124    -333.8220       2.9096   308.4
0.9570        -330.9301    -333.8370       2.9069   308.1
0.9575        -330.9473    -333.8514       2.9041   307.8
0.9580        -330.9641    -333.8605       2.8964   306.9
0.9585        -330.9801    -333.8601       2.8800   305.2
0.9590        -330.9954    -333.8498       2.8544   302.5
0.9595        -331.0099    -333.8335       2.8236   299.2
0.9600        -331.0239    -333.8195       2.7956   296.3
0.9605        -331.0373    -333.8169       2.7796   294.6
0.9610        -331.0502    -333.8317       2.7815   294.8
0.9615        -331.0631    -333.8651       2.8020   296.9
0.9620        -331.0759    -333.9122       2.8363   300.6
0.9625        -331.0886    -333.9630       2.8744   304.6
0.9630        -331.1010    -334.0079       2.9069   308.1
0.9635        -331.1127    -334.0401       2.9273   310.2
0.9640        -331.1237    -334.0570       2.9333   310.9
0.9645        -331.1341    -334.0608       2.9267   310.2
0.9650        -331.1444    -334.0555       2.9110   308.5
0.9655        -331.1540    -334.0437       2.8897   306.2
0.9660        -331.1636    -334.0285       2.8649   303.6
0.9665        -331.1727    -334.0097       2.8370   300.7
0.9670        -331.1809    -333.9860       2.8051   297.3
0.9675        -331.1886    -333.9591       2.7705   293.6
0.9680        -331.1956    -333.9311       2.7355   289.9
0.9685        -331.2019    -333.9046       2.7027   286.4
0.9690        -331.2076    -333.8829       2.6754   283.5
0.9695        -331.2128    -333.8689       2.6561   281.5
0.9700        -331.2176    -333.8639       2.6463   280.4
0.9705        -331.2219    -333.8680       2.6461   280.4
0.9710        -331.2255    -333.8800       2.6545   281.3
0.9715        -331.2288    -333.8987       2.6699   282.9
0.9720        -331.2316    -333.9212       2.6896   285.0
0.9725        -331.2336    -333.9439       2.7103   287.2
0.9730        -331.2351    -333.9644       2.7293   289.2
0.9735        -331.2358    -333.9823       2.7465   291.1
0.9740        -331.2359    -333.9998       2.7639   292.9
0.9745        -331.2356    -334.0182       2.7825   294.9
0.9750        -331.2351    -334.0375       2.8024   297.0
0.9755        -331.2342    -334.0554       2.8212   299.0
0.9760        -331.2324    -334.0683       2.8359   300.5
0.9765        -331.2302    -334.0756       2.8454   301.5
0.9770        -331.2274    -334.0763       2.8489   301.9
0.9775        -331.2237    -334.0736       2.8499   302.0
0.9780        -331.2198    -334.0744       2.8546   302.5
0.9785        -331.2156    -334.0834       2.8678   303.9
0.9790        -331.2112    -334.1029       2.8917   306.5
0.9795        -331.2064    -334.1326       2.9262   310.1
0.9800        -331.2011    -334.1702       2.9690   314.7
0.9805        -331.1957    -334.2114       3.0157   319.6
0.9810        -331.1900    -334.2507       3.0606   324.4
0.9815        -331.1835    -334.2841       3.1006   328.6
0.9820        -331.1765    -334.3122       3.1358   332.3
0.9825        -331.1694    -334.3385       3.1691   335.9
0.9830        -331.1621    -334.3661       3.2040   339.5
0.9835        -331.1550    -334.3984       3.2435   343.7
0.9840        -331.1479    -334.4357       3.2878   348.4
0.9845        -331.1415    -334.4732       3.3317   353.1
0.9850        -331.1345    -334.5001       3.3656   356.7
0.9855        -331.1279    -334.5091       3.3812   358.3
0.9860        -331.1206    -334.4953       3.3746   357.6
0.9865        -331.1131    -334.4605       3.3474   354.8
0.9870        -331.1058    -334.4135       3.3077   350.5
0.9875        -331.0989    -334.3632       3.2644   345.9
0.9880        -331.0919    -334.3149       3.2229   341.6
0.9885        -331.0851    -334.2727       3.1877   337.8
0.9890        -331.0785    -334.2406       3.1621   335.1
0.9895        -331.0717    -334.2195       3.1477   333.6
0.9900        -331.0649    -334.2092       3.1443   333.2
0.9905        -331.0579    -334.2107       3.1528   334.1
0.9910        -331.0514    -334.2237       3.1723   336.2
0.9915        -331.0445    -334.2427       3.1982   338.9
0.9920        -331.0378    -334.2633       3.2255   341.8
0.9925        -331.0310    -334.2793       3.2483   344.2
0.9930        -331.0239    -334.2826       3.2587   345.3
0.9935        -331.0167    -334.2678       3.2512   344.6
0.9940        -331.0089    -334.2349       3.2259   341.9
0.9945        -331.0008    -334.1903       3.1896   338.0
0.9950        -330.9928    -334.1452       3.1524   334.1
0.9955        -330.9852    -334.1080       3.1228   330.9
0.9960        -330.9781    -334.0805       3.1024   328.8
0.9965        -330.9712    -334.0566       3.0853   327.0
0.9970        -330.9637    -334.0274       3.0638   324.7
0.9975        -330.9558    -333.9883       3.0325   321.4
0.9980        -330.9475    -333.9391       2.9916   317.0
0.9985        -330.9389    -333.8832       2.9443   312.0
0.9990        -330.9297    -333.8271       2.8974   307.1
0.9995        -330.9204    -333.7802       2.8598   303.1
1.0000        -330.9110    -333.7505       2.8395   300.9
1.0005        -330.9013    -333.7428       2.8415   301.1
1.0010        -330.8915    -333.7581       2.8666   303.8
1.0015        -330.8813    -333.7921       2.9108   308.5
1.0020        -330.8707    -333.8375       2.9669   314.4
1.0025        -330.8597    -333.8846       3.0249   320.6
1.0030        -330.8478    -333.9225       3.0747   325.8
1.0035        -330.8351    -333.9457       3.1106   329.7
1.0040        -330.8217    -333.9579       3.1362   332.4
1.0045        -330.8078    -333.9695       3.1617   335.1
1.0050        -330.7943    -333.9913       3.1970   338.8
1.0055        -330.7810    -334.0259       3.2449   343.9
1.0060        -330.7677    -334.0685       3.3007   349.8
1.0065        -330.7548    -334.1083       3.3536   355.4
1.0070        -330.7412    -334.1323       3.3911   359.4
1.0075        -330.7268    -334.1349       3.4082   361.2
1.0080        -330.7123    -334.1210       3.4087   361.2
1.0085        -330.6982    -334.0986       3.4004   360.4
1.0090        -330.6840    -334.0773       3.3933   359.6
1.0095        -330.6705    -334.0670       3.3965   360.0
1.0100        -330.6569    -334.0732       3.4163   362.1
1.0105        -330.6436    -334.1011       3.4575   366.4
1.0110        -330.6303    -334.1532       3.5229   373.3
1.0115        -330.6176    -334.2295       3.6119   382.8
1.0120        -330.6057    -334.3223       3.7166   393.9
1.0125        -330.5938    -334.4181       3.8243   405.3
1.0130        -330.5824    -334.5033       3.9208   415.5
1.0135        -330.5716    -334.5656       3.9940   423.3
1.0140        -330.5607    -334.5998       4.0391   428.1
1.0145        -330.5510    -334.6109       4.0600   430.3
1.0150        -330.5420    -334.6094       4.0675   431.1
1.0155        -330.5351    -334.6075       4.0724   431.6
1.0160        -330.5297    -334.6078       4.0781   432.2
1.0165        -330.5258    -334.6069       4.0811   432.5
1.0170        -330.5232    -334.5971       4.0738   431.7
1.0175        -330.5217    -334.5704       4.0487   429.1
1.0180        -330.5209    -334.5250       4.0040   424.3
1.0185        -330.5210    -334.4645       3.9435   417.9
1.0190        -330.5218    -334.3967       3.8749   410.7
1.0195        -330.5236    -334.3333       3.8097   403.7
1.0200        -330.5261    -334.2853       3.7592   398.4
1.0205        -330.5299    -334.2607       3.7308   395.4
1.0210        -330.5348    -334.2585       3.7237   394.6
1.0215        -330.5403    -334.2742       3.7339   395.7
1.0220        -330.5467    -334.3023       3.7556   398.0
1.0225        -330.5541    -334.3336       3.7795   400.5
1.0230        -330.5618    -334.3586       3.7967   402.4
1.0235        -330.5701    -334.3712       3.8010   402.8
1.0240        -330.5788    -334.3704       3.7916   401.8
1.0245        -330.5882    -334.3610       3.7728   399.8
1.0250        -330.5980    -334.3496       3.7516   397.6
1.0255        -330.6088    -334.3429       3.7341   395.7
1.0260        -330.6209    -334.3442       3.7233   394.6
1.0265        -330.6340    -334.3472       3.7132   393.5
1.0270        -330.6477    -334.3398       3.6921   391.3
1.0275        -330.6616    -334.3110       3.6493   386.7
1.0280        -330.6750    -334.2546       3.5796   379.4
1.0285        -330.6882    -334.1754       3.4872   369.6
1.0290        -330.7010    -334.0849       3.3839   358.6
1.0295        -330.7141    -333.9970       3.2829   347.9
1.0300        -330.7264    -333.9221       3.1957   338.7
1.0305        -330.7391    -333.8689       3.1299   331.7
1.0310        -330.7519    -333.8398       3.0879   327.2
1.0315        -330.7644    -333.8313       3.0669   325.0
1.0320        -330.7772    -333.8377       3.0606   324.4
1.0325        -330.7898    -333.8485       3.0587   324.2
1.0330        -330.8021    -333.8520       3.0499   323.2
1.0335        -330.8134    -333.8378       3.0243   320.5
1.0340        -330.8241    -333.8011       2.9770   315.5
1.0345        -330.8335    -333.7452       2.9117   308.6
1.0350        -330.8419    -333.6842       2.8424   301.2
1.0355        -330.8500    -333.6370       2.7870   295.4
1.0360        -330.8582    -333.6162       2.7581   292.3
1.0365        -330.8668    -333.6219       2.7551   292.0
1.0370        -330.8752    -333.6403       2.7651   293.0
1.0375        -330.8827    -333.6521       2.7694   293.5
1.0380        -330.8891    -333.6428       2.7536   291.8
1.0385        -330.8943    -333.6076       2.7133   287.5
1.0390        -330.8980    -333.5541       2.6560   281.5
1.0395        -330.9009    -333.4985       2.5975   275.3
1.0400        -330.9037    -333.4591       2.5554   270.8
1.0405        -330.9060    -333.4487       2.5427   269.5
1.0410        -330.9083    -333.4734       2.5651   271.8
1.0415        -330.9103    -333.5313       2.6210   277.8
1.0420        -330.9122    -333.6142       2.7020   286.4
1.0425        -330.9135    -333.7091       2.7956   296.3
1.0430        -330.9141    -333.8022       2.8881   306.1
1.0435        -330.9137    -333.8823       2.9686   314.6
1.0440        -330.9126    -333.9458       3.0332   321.5
1.0445        -330.9109    -333.9963       3.0854   327.0
1.0450        -330.9089    -334.0416       3.1327   332.0
1.0455        -330.9071    -334.0893       3.1822   337.2
1.0460        -330.9054    -334.1418       3.2364   343.0
1.0465        -330.9039    -334.1955       3.2916   348.8
1.0470        -330.9025    -334.2436       3.3411   354.1
1.0475        -330.9015    -334.2796       3.3781   358.0
1.0480        -330.8999    -334.2977       3.3978   360.1
1.0485        -330.8984    -334.2980       3.3996   360.3
1.0490        -330.8966    -334.2848       3.3882   359.1
1.0495        -330.8955    -334.2655       3.3700   357.1
1.0500        -330.8940    -334.2451       3.3510   355.1
1.0505        -330.8926    -334.2319       3.3392   353.9
1.0510        -330.8917    -334.2346       3.3430   354.3
1.0515        -330.8910    -334.2588       3.3678   356.9
1.0520        -330.8911    -334.3058       3.4147   361.9
1.0525        -330.8916    -334.3714       3.4798   368.8
1.0530        -330.8926    -334.4483       3.5557   376.8
1.0535        -330.8937    -334.5257       3.6320   384.9
1.0540        -330.8954    -334.5954       3.7000   392.1
1.0545        -330.8974    -334.6507       3.7533   397.8
1.0550        -330.9002    -334.6870       3.7868   401.3
1.0555        -330.9033    -334.7029       3.7997   402.7
1.0560        -330.9068    -334.7019       3.7951   402.2
1.0565        -330.9106    -334.6915       3.7809   400.7
1.0570        -330.9159    -334.6800       3.7641   398.9
1.0575        -330.9220    -334.6701       3.7481   397.2
1.0580        -330.9289    -334.6607       3.7319   395.5
1.0585        -330.9366    -334.6459       3.7094   393.1
1.0590        -330.9444    -334.6190       3.6746   389.4
1.0595        -330.9528    -334.5787       3.6259   384.3
1.0600        -330.9610    -334.5264       3.5654   377.9
1.0605        -330.9697    -334.4698       3.5001   370.9
1.0610        -330.9785    -334.4179       3.4394   364.5
1.0615        -330.9877    -334.3774       3.3897   359.2
1.0620        -330.9975    -334.3510       3.3535   355.4
1.0625        -331.0073    -334.3364       3.3291   352.8
1.0630        -331.0168    -334.3305       3.3137   351.2
1.0635        -331.0260    -334.3334       3.3074   350.5
1.0640        -331.0355    -334.3481       3.3126   351.1
1.0645        -331.0456    -334.3761       3.3305   353.0
1.0650        -331.0561    -334.4119       3.3558   355.6
1.0655        -331.0671    -334.4450       3.3779   358.0
1.0660        -331.0778    -334.4641       3.3863   358.9
1.0665        -331.0880    -334.4634       3.3754   357.7
1.0670        -331.0979    -334.4456       3.3477   354.8
1.0675        -331.1082    -334.4182       3.3100   350.8
1.0680        -331.1187    -334.3868       3.2681   346.3
1.0685        -331.1291    -334.3537       3.2246   341.7
1.0690        -331.1397    -334.3187       3.1791   336.9
1.0695        -331.1497    -334.2785       3.1288   331.6
1.0700        -331.1592    -334.2328       3.0736   325.7
1.0705        -331.1682    -334.1842       3.0160   319.6
1.0710        -331.1770    -334.1360       2.9590   313.6
1.0715        -331.1853    -334.0897       2.9044   307.8
1.0720        -331.1930    -334.0455       2.8526   302.3
1.0725        -331.2001    -334.0042       2.8042   297.2
1.0730        -331.2063    -333.9673       2.7610   292.6
1.0735        -331.2123    -333.9394       2.7271   289.0
1.0740        -331.2177    -333.9255       2.7078   287.0
1.0745        -331.2226    -333.9281       2.7055   286.7
1.0750        -331.2275    -333.9452       2.7178   288.0
1.0755        -331.2320    -333.9682       2.7363   290.0
1.0760        -331.2357    -333.9863       2.7506   291.5
1.0765        -331.2384    -333.9912       2.7528   291.7
1.0770        -331.2400    -333.9819       2.7419   290.6
1.0775        -331.2410    -333.9667       2.7257   288.9
1.0780        -331.2415    -333.9568       2.7153   287.8
1.0785        -331.2420    -333.9593       2.7172   288.0
1.0790        -331.2424    -333.9735       2.7311   289.4
1.0795        -331.2420    -333.9937       2.7517   291.6
1.0800        -331.2411    -334.0157       2.7746   294.0
1.0805        -331.2395    -334.0358       2.7962   296.3
1.0810        -331.2373    -334.0511       2.8138   298.2
1.0815        -331.2348    -334.0623       2.8274   299.6
1.0820        -331.2315    -334.0694       2.8379   300.7
1.0825        -331.2277    -334.0762       2.8485   301.9
1.0830        -331.2231    -334.0890       2.8658   303.7
1.0835        -331.2180    -334.1156       2.8975   307.1
1.0840        -331.2132    -334.1634       2.9502   312.7
1.0845        -331.2081    -334.2328       3.0247   320.6
1.0850        -331.2031    -334.3179       3.1149   330.1
1.0855        -331.1981    -334.4074       3.2093   340.1
1.0860        -331.1923    -334.4864       3.2941   349.1
1.0865        -331.1863    -334.5433       3.3570   355.8
1.0870        -331.1793    -334.5717       3.3924   359.5
1.0875        -331.1722    -334.5772       3.4050   360.9
1.0880        -331.1646    -334.5719       3.4073   361.1
1.0885        -331.1582    -334.5709       3.4126   361.7
1.0890        -331.1521    -334.5802       3.4281   363.3
1.0895        -331.1468    -334.5986       3.4518   365.8
1.0900        -331.1422    -334.6147       3.4724   368.0
1.0905        -331.1373    -334.6128       3.4755   368.3
1.0910        -331.1323    -334.5846       3.4523   365.9
1.0915        -331.1264    -334.5296       3.4032   360.7
1.0920        -331.1211    -334.4592       3.3381   353.8
1.0925        -331.1158    -334.3891       3.2733   346.9
1.0930        -331.1105    -334.3371       3.2265   341.9
1.0935        -331.1061    -334.3179       3.2119   340.4
1.0940        -331.1022    -334.3371       3.2349   342.8
1.0945        -331.0990    -334.3889       3.2900   348.7
1.0950        -331.0961    -334.4576       3.3614   356.2
1.0955        -331.0932    -334.5217       3.4285   363.3
1.0960        -331.0901    -334.5620       3.4719   367.9
1.0965        -331.0863    -334.5671       3.4808   368.9
1.0970        -331.0821    -334.5384       3.4563   366.3
1.0975        -331.0772    -334.4889       3.4117   361.6
1.0980        -331.0729    -334.4411       3.3682   357.0
1.0985        -331.0696    -334.4156       3.3460   354.6
1.0990        -331.0674    -334.4205       3.3531   355.3
1.0995        -331.0661    -334.4479       3.3818   358.4
1.1000        -331.0652    -334.4780       3.4128   361.7
1.1005        -331.0637    -334.4886       3.4250   363.0
1.1010        -331.0615    -334.4685       3.4070   361.1
1.1015        -331.0592    -334.4190       3.3598   356.1
1.1020        -331.0564    -334.3493       3.2929   349.0
1.1025        -331.0541    -334.2763       3.2223   341.5
1.1030        -331.0516    -334.2162       3.1646   335.4
1.1035        -331.0499    -334.1808       3.1309   331.8
1.1040        -331.0485    -334.1706       3.1221   330.9
1.1045        -331.0472    -334.1787       3.1315   331.9
1.1050        -331.0461    -334.1945       3.1484   333.7
1.1055        -331.0445    -334.2061       3.1616   335.1
1.1060        -331.0426    -334.2047       3.1621   335.1
1.1065        -331.0399    -334.1860       3.1461   333.4
1.1070        -331.0367    -334.1541       3.1174   330.4
1.1075        -331.0336    -334.1184       3.0848   326.9
1.1080        -331.0304    -334.0871       3.0567   323.9
1.1085        -331.0273    -334.0664       3.0391   322.1
1.1090        -331.0241    -334.0578       3.0337   321.5
1.1095        -331.0212    -334.0574       3.0362   321.8
1.1100        -331.0182    -334.0553       3.0371   321.9
1.1105        -331.0144    -334.0426       3.0282   320.9
1.1110        -331.0096    -334.0158       3.0062   318.6
1.1115        -331.0045    -333.9791       2.9747   315.2
1.1120        -330.9990    -333.9418       2.9428   311.9
1.1125        -330.9935    -333.9144       2.9209   309.6
1.1130        -330.9880    -333.9035       2.9155   309.0
1.1135        -330.9824    -333.9097       2.9273   310.2
1.1140        -330.9765    -333.9280       2.9515   312.8
1.1145        -330.9702    -333.9520       2.9818   316.0
1.1150        -330.9633    -333.9758       3.0126   319.3
1.1155        -330.9559    -333.9978       3.0419   322.4
1.1160        -330.9478    -334.0182       3.0703   325.4
1.1165        -330.9399    -334.0394       3.0995   328.5
1.1170        -330.9318    -334.0625       3.1307   331.8
1.1175        -330.9238    -334.0865       3.1626   335.2
1.1180        -330.9155    -334.1065       3.1910   338.2
1.1185        -330.9068    -334.1180       3.2112   340.3
1.1190        -330.8977    -334.1187       3.2210   341.4
1.1195        -330.8886    -334.1084       3.2198   341.2
1.1200        -330.8791    -334.0878       3.2087   340.0
1.1205        -330.8695    -334.0623       3.1929   338.4
1.1210        -330.8600    -334.0398       3.1798   337.0
1.1215        -330.8505    -334.0266       3.1761   336.6
1.1220        -330.8411    -334.0276       3.1865   337.7
